subject_drugbank_id,affected_drugbank_id
DB00764,DB00970
DB00764,DB00987
DB00764,DB00993
DB00764,DB01005
DB00764,DB01013
DB00764,DB01024
DB00764,DB01030
DB00764,DB01033
DB00764,DB01041
DB00764,DB01042
DB00764,DB01047
DB00764,DB01073
DB00764,DB01099
DB00764,DB01101
DB00764,DB01168
DB00764,DB01169
DB00764,DB01177
DB00764,DB01196
DB00764,DB01204
DB00764,DB01206
DB00764,DB01222
DB00764,DB01234
DB00764,DB01257
DB00764,DB01262
DB00764,DB01280
DB00764,DB01281
DB00764,DB01285
DB00764,DB01380
DB00764,DB01384
DB00764,DB01410
DB00764,DB01423
DB00764,DB01611
DB00764,DB01816
DB00764,DB02546
DB00764,DB02806
DB00764,DB03523
DB00764,DB04630
DB00764,DB04951
DB00764,DB04956
DB00764,DB05015
DB00764,DB05258
DB00764,DB05259
DB00764,DB05459
DB00764,DB05472
DB00764,DB05676
DB00764,DB06168
DB00764,DB06273
DB00764,DB06372
DB00764,DB06612
DB00764,DB06662
DB00764,DB06674
DB00764,DB06681
DB00764,DB06769
DB00764,DB06813
DB00764,DB08059
DB00764,DB08871
DB00764,DB08879
DB00764,DB08880
DB00764,DB08889
DB00764,DB08904
DB00764,DB08906
DB00764,DB08908
DB00764,DB08935
DB00764,DB08970
DB00764,DB09029
DB00764,DB09033
DB00764,DB09036
DB00764,DB09052
DB00764,DB09077
DB00764,DB09082
DB00764,DB09091
DB00764,DB09122
DB00764,DB09312
DB00764,DB09378
DB00764,DB09383
DB00764,DB11487
DB00764,DB11529
DB00764,DB11569
DB00764,DB11580
DB00764,DB11616
DB00764,DB11693
DB00764,DB11708
DB00764,DB11767
DB00764,DB11776
DB00764,DB11803
DB00764,DB11817
DB00764,DB11834
DB00764,DB11921
DB00764,DB12025
DB00764,DB12612
DB00764,DB12617
DB00764,DB12692
DB00764,DB12814
DB00764,DB12902
DB00764,DB12947
DB00764,DB12991
DB00764,DB12996
DB00764,DB13003
DB00764,DB13014
DB00764,DB13068
DB00764,DB13208
DB00764,DB13241
DB00764,DB13491
DB00764,DB13843
DB00764,DB13856
DB00764,DB13867
DB00764,DB14066
DB00764,DB14219
DB00764,DB14512
DB00764,DB14539
DB00764,DB14540
DB00764,DB14545
DB00764,DB14724
DB00764,DB14762
DB00764,DB14919
DB00764,DB15253
DB11988,DB13867
DB11988,DB14219
DB00495,DB05258
DB05258,DB11988
DB00398,DB14845
DB06772,DB14845
DB11988,DB13843
DB00005,DB08971
DB00008,DB08971
DB00011,DB08971
DB00018,DB08971
DB00022,DB08971
DB00026,DB08971
DB00033,DB08971
DB00034,DB08971
DB00051,DB08971
DB00056,DB08971
DB00065,DB08971
DB00068,DB08971
DB00069,DB08971
DB00073,DB08971
DB00074,DB08971
DB00075,DB08971
DB00078,DB08971
DB00081,DB08971
DB00087,DB08971
DB00092,DB08971
DB00095,DB08971
DB00098,DB08971
DB00105,DB08971
DB00111,DB08971
DB00120,DB08971
DB00180,DB08971
DB00262,DB08971
DB00276,DB08971
DB00290,DB08971
DB00291,DB08971
DB00293,DB08971
DB00305,DB08971
DB00307,DB08971
DB00322,DB08971
DB00352,DB08971
DB00380,DB08971
DB00394,DB08971
DB00428,DB08971
DB00432,DB08971
DB00441,DB08971
DB00443,DB08971
DB00445,DB08971
DB00446,DB08971
DB00480,DB08971
DB00488,DB08971
DB00495,DB08971
DB00526,DB08971
DB00544,DB08971
DB00547,DB08971
DB00550,DB08971
DB00552,DB08971
DB00588,DB08971
DB00591,DB08971
DB00601,DB08971
DB00620,DB08971
DB00631,DB08971
DB00635,DB08971
DB00642,DB08971
DB00687,DB08971
DB00688,DB08971
DB00694,DB08971
DB00764,DB08971
DB00851,DB08971
DB00853,DB08971
DB00859,DB08971
DB00860,DB08971
DB00928,DB08971
DB00958,DB08971
DB00959,DB08971
DB00970,DB08971
DB00987,DB08971
DB00993,DB08971
DB01005,DB08971
DB01013,DB08971
DB01024,DB08971
DB01030,DB08971
DB01033,DB08971
DB01041,DB08971
DB01042,DB08971
DB01047,DB08971
DB01073,DB08971
DB01099,DB08971
DB01101,DB08971
DB01168,DB08971
DB01169,DB08971
DB01177,DB08971
DB01196,DB08971
DB01204,DB08971
DB01206,DB08971
DB01222,DB08971
DB01234,DB08971
DB01257,DB08971
DB01262,DB08971
DB01280,DB08971
DB01281,DB08971
DB01285,DB08971
DB01380,DB08971
DB01384,DB08971
DB01410,DB08971
DB01423,DB08971
DB01611,DB08971
DB01816,DB08971
DB02546,DB08971
DB02806,DB08971
DB03523,DB08971
DB04630,DB08971
DB04951,DB08971
DB04956,DB08971
DB05015,DB08971
DB05258,DB08971
DB05259,DB08971
DB05459,DB08971
DB05472,DB08971
DB05676,DB08971
DB06168,DB08971
DB06273,DB08971
DB06372,DB08971
DB06612,DB08971
DB06662,DB08971
DB06674,DB08971
DB06681,DB08971
DB06769,DB08971
DB06813,DB08971
DB08059,DB08971
DB08871,DB08971
DB08879,DB08971
DB08880,DB08971
DB08889,DB08971
DB08904,DB08971
DB08906,DB08971
DB08908,DB08971
DB08935,DB08971
DB08970,DB08971
DB08971,DB09029
DB08971,DB09033
DB08971,DB09036
DB08971,DB09052
DB08971,DB09077
DB08971,DB09082
DB08971,DB09091
DB08971,DB09122
DB08971,DB09312
DB08971,DB09378
DB08971,DB09383
DB08971,DB11487
DB08971,DB11529
DB08971,DB11569
DB08971,DB11580
DB08971,DB11616
DB08971,DB11693
DB08971,DB11708
DB08971,DB11767
DB08971,DB11776
DB08971,DB11803
DB08971,DB11817
DB08971,DB11834
DB08971,DB11921
DB08971,DB11988
DB08971,DB12025
DB08971,DB12612
DB08971,DB12617
DB08971,DB12692
DB08971,DB12814
DB08971,DB12902
DB08971,DB12947
DB08971,DB12991
DB08971,DB12996
DB08971,DB13003
DB08971,DB13014
DB08971,DB13068
DB08971,DB13208
DB08971,DB13241
DB08971,DB13491
DB08971,DB13843
DB08971,DB13856
DB08971,DB13867
DB08971,DB14066
DB08971,DB14219
DB08971,DB14512
DB08971,DB14539
DB08971,DB14540
DB08971,DB14545
DB08971,DB14724
DB08971,DB14762
DB08971,DB14919
DB08971,DB15253
DB00307,DB00619
DB00588,DB00619
DB00619,DB13867
DB00619,DB14512
DB00619,DB00694
DB00446,DB00619
DB00619,DB00620
DB00619,DB14539
DB00619,DB14540
DB00619,DB00764
DB00443,DB00619
DB00619,DB14545
DB00619,DB01222
DB01222,DB09053
DB00394,DB00619
DB00394,DB09053
DB00620,DB09053
DB00764,DB09053
DB00619,DB01013
DB01013,DB09053
DB00619,DB01047
DB01047,DB09053
DB00619,DB01380
DB01380,DB09053
DB00619,DB01384
DB00619,DB08970
DB08970,DB09053
DB00619,DB08971
DB08971,DB09053
DB00619,DB09383
DB09053,DB09383
DB00619,DB11487
DB09053,DB11487
DB00619,DB11921
DB09053,DB11921
DB00619,DB13003
DB09053,DB13003
DB00619,DB13208
DB09053,DB13208
DB00619,DB13843
DB09053,DB13843
DB09053,DB14512
DB00443,DB09053
DB09053,DB14539
DB09053,DB14540
DB00022,DB00564
DB00041,DB00619
DB00105,DB00564
DB00180,DB00619
DB00180,DB09053
DB00307,DB09053
DB00428,DB00564
DB00564,DB08880
DB00591,DB00619
DB00591,DB09053
DB00619,DB00860
DB00619,DB00959
DB00619,DB01030
DB00619,DB01204
DB00619,DB01285
DB00619,DB11767
DB00860,DB09053
DB00959,DB09053
DB01285,DB09053
DB09053,DB14545
DB00005,DB00324
DB00008,DB00324
DB00011,DB00324
DB00018,DB00324
DB00022,DB00324
DB00026,DB00324
DB00033,DB00324
DB00034,DB00324
DB00041,DB00324
DB00051,DB00324
DB00056,DB00324
DB00065,DB00324
DB00068,DB00324
DB00069,DB00324
DB00073,DB00324
DB00074,DB00324
DB00075,DB00324
DB00078,DB00324
DB00081,DB00324
DB00087,DB00324
DB00092,DB00324
DB00095,DB00324
DB00098,DB00324
DB00105,DB00324
DB00111,DB00324
DB00120,DB00324
DB00180,DB00324
DB00188,DB00324
DB00262,DB00324
DB00276,DB00324
DB00290,DB00324
DB00291,DB00324
DB00293,DB00324
DB00305,DB00324
DB00307,DB00324
DB00309,DB00324
DB00322,DB00324
DB00324,DB00352
DB00324,DB00361
DB00324,DB00380
DB00324,DB00394
DB00324,DB00398
DB00324,DB00428
DB00324,DB00432
DB00324,DB00441
DB00324,DB00443
DB00324,DB00444
DB00324,DB00445
DB00324,DB00446
DB00324,DB00480
DB00324,DB00488
DB00324,DB00495
DB00324,DB00526
DB00324,DB00531
DB00324,DB00541
DB00324,DB00544
DB00324,DB00547
DB00324,DB00550
DB00324,DB00552
DB00324,DB00563
DB00324,DB00564
DB00324,DB00570
DB00324,DB00588
DB00324,DB00591
DB00324,DB00601
DB00324,DB00619
DB00324,DB00620
DB00324,DB00631
DB00324,DB00635
DB00324,DB00642
DB00324,DB00687
DB00324,DB00688
DB00324,DB00694
DB00324,DB00762
DB00324,DB00763
DB00324,DB00764
DB00324,DB00773
DB00324,DB00851
DB00324,DB00853
DB00324,DB00859
DB00324,DB00860
DB00324,DB00877
DB00324,DB00928
DB00324,DB00958
DB00324,DB00959
DB00324,DB00970
DB00324,DB00987
DB00324,DB00993
DB00324,DB00997
DB00324,DB01005
DB00324,DB01008
DB00324,DB01013
DB00324,DB01024
DB00324,DB01030
DB00324,DB01033
DB00324,DB01041
DB00324,DB01042
DB00324,DB01047
DB00324,DB01073
DB00324,DB01099
DB00324,DB01101
DB00324,DB01168
DB00324,DB01169
DB00324,DB01177
DB00324,DB01181
DB00324,DB01196
DB00324,DB01204
DB00324,DB01206
DB00324,DB01222
DB00324,DB01229
DB00324,DB01234
DB00324,DB01248
DB00324,DB01254
DB00324,DB01257
DB00324,DB01262
DB00324,DB01280
DB00324,DB01281
DB00324,DB01285
DB00324,DB01380
DB00324,DB01384
DB00324,DB01410
DB00324,DB01423
DB00324,DB01590
DB00324,DB01611
DB00324,DB01816
DB00324,DB02546
DB00324,DB02806
DB00324,DB03523
DB00324,DB04630
DB00324,DB04845
DB00324,DB04868
DB00324,DB04951
DB00324,DB04956
DB00324,DB05015
DB00324,DB05109
DB00324,DB05258
DB00324,DB05259
DB00324,DB05459
DB00324,DB05472
DB00324,DB05676
DB00324,DB05773
DB00324,DB06168
DB00324,DB06273
DB00324,DB06287
DB00324,DB06372
DB00324,DB06589
DB00324,DB06603
DB00324,DB06612
DB00324,DB06616
DB00324,DB06662
DB00324,DB06674
DB00324,DB06681
DB00324,DB06769
DB00324,DB06772
DB00324,DB06813
DB00324,DB08059
DB00324,DB08870
DB00324,DB08871
DB00324,DB08877
DB00324,DB08879
DB00324,DB08880
DB00324,DB08889
DB00324,DB08901
DB00324,DB08904
DB00324,DB08906
DB00324,DB08908
DB00324,DB08910
DB00324,DB08935
DB00324,DB08970
DB00324,DB08971
DB00324,DB09029
DB00324,DB09033
DB00324,DB09036
DB00324,DB09052
DB00324,DB09053
DB00324,DB09054
DB00324,DB09073
DB00324,DB09074
DB00324,DB09077
DB00324,DB09082
DB00324,DB09091
DB00324,DB09122
DB00324,DB09312
DB00324,DB09378
DB00324,DB09383
DB00324,DB11487
DB00324,DB11529
DB00324,DB11569
DB00324,DB11580
DB00324,DB11616
DB00324,DB11693
DB00324,DB11708
DB00324,DB11767
DB00324,DB11776
DB00324,DB11803
DB00324,DB11817
DB00324,DB11834
DB00324,DB11921
DB00324,DB11988
DB00324,DB12025
DB00324,DB12371
DB00324,DB12612
DB00324,DB12617
DB00324,DB12692
DB00324,DB12814
DB00324,DB12902
DB00324,DB12947
DB00324,DB12991
DB00324,DB12996
DB00324,DB13003
DB00324,DB13014
DB00324,DB13068
DB00324,DB13208
DB00324,DB13241
DB00324,DB13491
DB00324,DB13843
DB00324,DB13856
DB00324,DB13867
DB00324,DB14066
DB00324,DB14219
DB00324,DB14512
DB00324,DB14539
DB00324,DB14540
DB00324,DB14545
DB00324,DB14724
DB00324,DB14762
DB00324,DB14919
DB00324,DB15253
DB00005,DB09095
DB00008,DB09095
DB00011,DB09095
DB00018,DB09095
DB00022,DB09095
DB00026,DB09095
DB00033,DB09095
DB00034,DB09095
DB00051,DB09095
DB00056,DB09095
DB00065,DB09095
DB00068,DB09095
DB00069,DB09095
DB00073,DB09095
DB00074,DB09095
DB00075,DB09095
DB00078,DB09095
DB00081,DB09095
DB00087,DB09095
DB00092,DB09095
DB00095,DB09095
DB00098,DB09095
DB00105,DB09095
DB00111,DB09095
DB00120,DB09095
DB00180,DB09095
DB00262,DB09095
DB00276,DB09095
DB00290,DB09095
DB00291,DB09095
DB00293,DB09095
DB00305,DB09095
DB00307,DB09095
DB00322,DB09095
DB00324,DB09095
DB00352,DB09095
DB00380,DB09095
DB00394,DB09095
DB00428,DB09095
DB00432,DB09095
DB00441,DB09095
DB00443,DB09095
DB00445,DB09095
DB00446,DB09095
DB00480,DB09095
DB00488,DB09095
DB00495,DB09095
DB00526,DB09095
DB00544,DB09095
DB00547,DB09095
DB00550,DB09095
DB00552,DB09095
DB00588,DB09095
DB00591,DB09095
DB00601,DB09095
DB00619,DB09095
DB00620,DB09095
DB00631,DB09095
DB00635,DB09095
DB00642,DB09095
DB00687,DB09095
DB00688,DB09095
DB00694,DB09095
DB00764,DB09095
DB00851,DB09095
DB00853,DB09095
DB00859,DB09095
DB00860,DB09095
DB00928,DB09095
DB00958,DB09095
DB00959,DB09095
DB00970,DB09095
DB00987,DB09095
DB00993,DB09095
DB01005,DB09095
DB01013,DB09095
DB01024,DB09095
DB01030,DB09095
DB01033,DB09095
DB01041,DB09095
DB01042,DB09095
DB01047,DB09095
DB01073,DB09095
DB01099,DB09095
DB01101,DB09095
DB01168,DB09095
DB01169,DB09095
DB01177,DB09095
DB01196,DB09095
DB01204,DB09095
DB01206,DB09095
DB01222,DB09095
DB01234,DB09095
DB01257,DB09095
DB01262,DB09095
DB01280,DB09095
DB01281,DB09095
DB01285,DB09095
DB01380,DB09095
DB01384,DB09095
DB01410,DB09095
DB01423,DB09095
DB01611,DB09095
DB01816,DB09095
DB02546,DB09095
DB02806,DB09095
DB03523,DB09095
DB04630,DB09095
DB04951,DB09095
DB04956,DB09095
DB05015,DB09095
DB05258,DB09095
DB05259,DB09095
DB05459,DB09095
DB05472,DB09095
DB05676,DB09095
DB06168,DB09095
DB06273,DB09095
DB06372,DB09095
DB06612,DB09095
DB06662,DB09095
DB06674,DB09095
DB06681,DB09095
DB06769,DB09095
DB06813,DB09095
DB08059,DB09095
DB08871,DB09095
DB08879,DB09095
DB08880,DB09095
DB08889,DB09095
DB08904,DB09095
DB08906,DB09095
DB08908,DB09095
DB08935,DB09095
DB08970,DB09095
DB08971,DB09095
DB09029,DB09095
DB09033,DB09095
DB09036,DB09095
DB09052,DB09095
DB09053,DB09095
DB09077,DB09095
DB09082,DB09095
DB09091,DB09095
DB09095,DB09122
DB09095,DB09312
DB09095,DB09378
DB09095,DB09383
DB09095,DB11487
DB09095,DB11529
DB09095,DB11569
DB09095,DB11580
DB09095,DB11616
DB09095,DB11693
DB09095,DB11708
DB09095,DB11767
DB09095,DB11776
DB09095,DB11803
DB09095,DB11817
DB09095,DB11834
DB09095,DB11921
DB09095,DB11988
DB09095,DB12025
DB09095,DB12612
DB09095,DB12617
DB09095,DB12692
DB09095,DB12814
DB09095,DB12902
DB09095,DB12947
DB09095,DB12991
DB09095,DB12996
DB09095,DB13003
DB09095,DB13014
DB09095,DB13068
DB09095,DB13208
DB09095,DB13241
DB09095,DB13491
DB09095,DB13843
DB09095,DB13856
DB09095,DB13867
DB09095,DB14066
DB09095,DB14219
DB09095,DB14512
DB09095,DB14539
DB09095,DB14540
DB09095,DB14545
DB09095,DB14724
DB09095,DB14762
DB09095,DB14919
DB09095,DB15253
DB01423,DB11988
DB00763,DB11988
DB00764,DB11988
DB05773,DB09054
DB05773,DB12371
DB00188,DB01030
DB00188,DB05773
DB00541,DB01030
DB00570,DB01030
DB00773,DB01030
DB00877,DB01030
DB01030,DB01254
DB01030,DB05773
DB05773,DB06603
DB05773,DB08910
DB01030,DB06589
DB01030,DB06603
DB01030,DB06772
DB01030,DB08910
DB01030,DB09054
DB01030,DB11817
DB05773,DB11817
DB00005,DB15091
DB00008,DB15091
DB00011,DB15091
DB00018,DB15091
DB00022,DB15091
DB00026,DB15091
DB00033,DB15091
DB00034,DB15091
DB00041,DB15091
DB00051,DB15091
DB00056,DB15091
DB00059,DB15091
DB00065,DB15091
DB00068,DB15091
DB00069,DB15091
DB00073,DB15091
DB00074,DB15091
DB00075,DB15091
DB00078,DB15091
DB00081,DB15091
DB00087,DB15091
DB00092,DB15091
DB00095,DB15091
DB00098,DB15091
DB00105,DB15091
DB00111,DB15091
DB00120,DB15091
DB00180,DB15091
DB00188,DB15091
DB00262,DB15091
DB00276,DB15091
DB00290,DB15091
DB00291,DB15091
DB00293,DB15091
DB00305,DB15091
DB00307,DB15091
DB00309,DB01030
DB00309,DB05773
DB00309,DB15091
DB00322,DB15091
DB00324,DB15091
DB00328,DB15091
DB00352,DB15091
DB00361,DB01030
DB00361,DB05773
DB00361,DB15091
DB00380,DB15091
DB00394,DB15091
DB00398,DB15091
DB00428,DB15091
DB00432,DB15091
DB00441,DB15091
DB00443,DB15091
DB00444,DB01030
DB00444,DB15091
DB00445,DB15091
DB00446,DB15091
DB00480,DB15091
DB00488,DB15091
DB00495,DB15091
DB00515,DB05109
DB00515,DB12371
DB00515,DB15091
DB00526,DB15091
DB00531,DB01030
DB00531,DB15091
DB00541,DB15091
DB00544,DB15091
DB00547,DB15091
DB00550,DB15091
DB00552,DB15091
DB00563,DB01030
DB00563,DB05773
DB00563,DB15091
DB00570,DB15091
DB00588,DB15091
DB00591,DB15091
DB00601,DB15091
DB00619,DB15091
DB00620,DB15091
DB00631,DB15091
DB00635,DB15091
DB00642,DB15091
DB00687,DB15091
DB00688,DB15091
DB00694,DB15091
DB00762,DB01030
DB00762,DB15091
DB00764,DB15091
DB00773,DB15091
DB00795,DB15091
DB00851,DB15091
DB00853,DB15091
DB00859,DB15091
DB00860,DB15091
DB00877,DB15091
DB00888,DB15091
DB00928,DB15091
DB00958,DB15091
DB00959,DB15091
DB00970,DB15091
DB00987,DB15091
DB00993,DB15091
DB00997,DB15091
DB01005,DB15091
DB01008,DB01030
DB01008,DB05773
DB01008,DB15091
DB01013,DB15091
DB01024,DB15091
DB01030,DB01229
DB01030,DB01248
DB01030,DB01268
DB01030,DB04572
DB01030,DB05109
DB01030,DB06616
DB01030,DB08870
DB01030,DB08877
DB01030,DB09074
DB01030,DB12371
DB01030,DB15091
DB01033,DB15091
DB01041,DB15091
DB01042,DB15091
DB01047,DB15091
DB01073,DB15091
DB01099,DB15091
DB01101,DB15091
DB01108,DB15091
DB01168,DB15091
DB01169,DB15091
DB01177,DB15091
DB01181,DB15091
DB01196,DB15091
DB01204,DB15091
DB01206,DB15091
DB01222,DB15091
DB01229,DB15091
DB01248,DB15091
DB01254,DB15091
DB01257,DB15091
DB01262,DB15091
DB01268,DB15091
DB01280,DB15091
DB01281,DB15091
DB01285,DB15091
DB01380,DB15091
DB01384,DB15091
DB01410,DB15091
DB01423,DB15091
DB01590,DB15091
DB01611,DB15091
DB01816,DB15091
DB02546,DB15091
DB02806,DB15091
DB03523,DB15091
DB04572,DB05773
DB04572,DB15091
DB04630,DB15091
DB04845,DB15091
DB04951,DB15091
DB04956,DB15091
DB05015,DB15091
DB05109,DB05773
DB05109,DB15091
DB05258,DB15091
DB05259,DB15091
DB05459,DB15091
DB05472,DB15091
DB05676,DB15091
DB05773,DB08877
DB05773,DB15091
DB06168,DB15091
DB06273,DB15091
DB06287,DB15091
DB06372,DB15091
DB06589,DB15091
DB06603,DB15091
DB06612,DB15091
DB06616,DB15091
DB06662,DB15091
DB06674,DB15091
DB06681,DB15091
DB06769,DB15091
DB06772,DB15091
DB06813,DB15091
DB08059,DB15091
DB08870,DB15091
DB08871,DB15091
DB08877,DB15091
DB08879,DB15091
DB08880,DB15091
DB08889,DB15091
DB08901,DB15091
DB08904,DB15091
DB08906,DB15091
DB08908,DB15091
DB08910,DB15091
DB08935,DB15091
DB08970,DB15091
DB08971,DB15091
DB09029,DB15091
DB09033,DB15091
DB09036,DB15091
DB09052,DB15091
DB09053,DB15091
DB09054,DB15091
DB09073,DB15091
DB09074,DB15091
DB09077,DB15091
DB09082,DB15091
DB09091,DB15091
DB09095,DB15091
DB09122,DB15091
DB09312,DB15091
DB09378,DB15091
DB09383,DB15091
DB11466,DB15091
DB11487,DB15091
DB11529,DB15091
DB11569,DB15091
DB11580,DB15091
DB11616,DB15091
DB11693,DB15091
DB11708,DB15091
DB11767,DB15091
DB11776,DB15091
DB11803,DB15091
DB11817,DB15091
DB11834,DB15091
DB11921,DB15091
DB11988,DB15091
DB12025,DB15091
DB12371,DB15091
DB12612,DB15091
DB12617,DB15091
DB12692,DB15091
DB12814,DB15091
DB12902,DB15091
DB12947,DB15091
DB12991,DB15091
DB12996,DB15091
DB13003,DB15091
DB13014,DB15091
DB13068,DB15091
DB13208,DB15091
DB13241,DB15091
DB13491,DB15091
DB13843,DB15091
DB13856,DB15091
DB13867,DB15091
DB14066,DB15091
DB14219,DB15091
DB14512,DB15091
DB14539,DB15091
DB14540,DB15091
DB14545,DB15091
DB14724,DB15091
DB14762,DB15091
DB14919,DB15091
DB15091,DB15253
DB00398,DB00563
DB00398,DB01204
DB00398,DB09054
DB01204,DB01254
DB00563,DB01268
DB01204,DB01268
DB01268,DB09054
DB00544,DB04868
DB01204,DB04868
DB01204,DB06772
DB01204,DB08901
DB01204,DB09073
DB01204,DB09074
DB00398,DB11817
DB01204,DB11817
DB01268,DB12371
DB00188,DB01204
DB00188,DB01268
DB00309,DB00398
DB00309,DB01204
DB00309,DB01268
DB00361,DB00398
DB00361,DB01204
DB00361,DB01268
DB00398,DB01008
DB00398,DB04572
DB00398,DB04845
DB00398,DB05109
DB00398,DB08877
DB00428,DB05109
DB00444,DB01204
DB00531,DB01204
DB00541,DB01204
DB00544,DB14539
DB00544,DB14540
DB00544,DB14545
DB00563,DB01204
DB00564,DB01101
DB00564,DB01204
DB00570,DB01204
DB00762,DB01204
DB00773,DB01204
DB00877,DB01204
DB00997,DB01204
DB01005,DB05109
DB01005,DB08901
DB01008,DB01204
DB01008,DB01268
DB01101,DB04868
DB01177,DB04868
DB01181,DB01204
DB01204,DB01229
DB01204,DB01248
DB01204,DB01590
DB01204,DB04572
DB01204,DB04845
DB01204,DB05773
DB01204,DB06287
DB01204,DB06589
DB01204,DB06603
DB01204,DB06616
DB01204,DB08870
DB01204,DB08877
DB01204,DB08910
DB01204,DB09053
DB01204,DB09054
DB01204,DB12371
DB01268,DB01590
DB01268,DB04572
DB01268,DB04845
DB01268,DB05109
DB01268,DB06603
DB01268,DB08877
DB01268,DB08910
DB01268,DB11817
DB00773,DB11817
DB00188,DB00773
DB00773,DB06603
DB00773,DB08910
DB00773,DB09054
DB00773,DB12371
DB00309,DB00773
DB00361,DB00773
DB00563,DB00773
DB00773,DB01008
DB00773,DB04572
DB00773,DB05109
DB00773,DB08877
DB11693,DB11988
DB00495,DB12016
DB00328,DB12016
DB00446,DB12016
DB00588,DB12016
DB08906,DB12016
DB12016,DB13867
DB01222,DB12016
DB01234,DB12016
DB00394,DB12016
DB00620,DB12016
DB00694,DB12016
DB00764,DB12016
DB01013,DB12016
DB01041,DB12016
DB01047,DB12016
DB01380,DB12016
DB01384,DB12016
DB08970,DB12016
DB08971,DB12016
DB09095,DB12016
DB09383,DB12016
DB11487,DB12016
DB12016,DB13003
DB12016,DB13208
DB12016,DB13843
DB12016,DB14512
DB00443,DB12016
DB00688,DB12016
DB00762,DB12016
DB09053,DB12016
DB12016,DB14539
DB12016,DB14540
DB00008,DB12016
DB00011,DB12016
DB00018,DB12016
DB00022,DB12016
DB00033,DB12016
DB00034,DB12016
DB00041,DB12016
DB00056,DB12016
DB00059,DB12016
DB00068,DB12016
DB00069,DB12016
DB00073,DB12016
DB00074,DB12016
DB00075,DB12016
DB00078,DB12016
DB00081,DB12016
DB00087,DB12016
DB00092,DB12016
DB00095,DB12016
DB00098,DB12016
DB00105,DB12016
DB00111,DB12016
DB00120,DB12016
DB00180,DB12016
DB00262,DB12016
DB00276,DB12016
DB00290,DB12016
DB00291,DB12016
DB00293,DB12016
DB00305,DB12016
DB00307,DB12016
DB00309,DB12016
DB00322,DB12016
DB00324,DB12016
DB00352,DB12016
DB00361,DB12016
DB00380,DB12016
DB00428,DB12016
DB00432,DB12016
DB00441,DB12016
DB00445,DB12016
DB00480,DB12016
DB00488,DB12016
DB00515,DB12016
DB00547,DB12016
DB00550,DB12016
DB00552,DB12016
DB00563,DB12016
DB00570,DB12016
DB00591,DB12016
DB00601,DB12016
DB00631,DB12016
DB00635,DB12016
DB00642,DB12016
DB00687,DB12016
DB00795,DB12016
DB00851,DB12016
DB00853,DB12016
DB00859,DB12016
DB00860,DB12016
DB00888,DB12016
DB00928,DB12016
DB00958,DB12016
DB00959,DB12016
DB00970,DB12016
DB00987,DB12016
DB00993,DB12016
DB00997,DB12016
DB01005,DB12016
DB01008,DB12016
DB01024,DB12016
DB01030,DB12016
DB01033,DB12016
DB01042,DB12016
DB01073,DB12016
DB01099,DB12016
DB01101,DB12016
DB01108,DB12016
DB01168,DB12016
DB01177,DB12016
DB01196,DB12016
DB01204,DB12016
DB01206,DB12016
DB01257,DB12016
DB01262,DB12016
DB01280,DB12016
DB01285,DB12016
DB01410,DB12016
DB01423,DB12016
DB01590,DB12016
DB01816,DB12016
DB02806,DB12016
DB03523,DB12016
DB04572,DB12016
DB04630,DB12016
DB04845,DB12016
DB04951,DB12016
DB05015,DB12016
DB05109,DB12016
DB05258,DB12016
DB05259,DB12016
DB05459,DB12016
DB05472,DB12016
DB06612,DB12016
DB06616,DB12016
DB06662,DB12016
DB06681,DB12016
DB06769,DB12016
DB06813,DB12016
DB08059,DB12016
DB08870,DB12016
DB08877,DB12016
DB08879,DB12016
DB08880,DB12016
DB08889,DB12016
DB08908,DB12016
DB08910,DB12016
DB08935,DB12016
DB09033,DB12016
DB09052,DB12016
DB09054,DB12016
DB09073,DB12016
DB09077,DB12016
DB09091,DB12016
DB09122,DB12016
DB09312,DB12016
DB09378,DB12016
DB11466,DB12016
DB11529,DB12016
DB11569,DB12016
DB11580,DB12016
DB11616,DB12016
DB11693,DB12016
DB11708,DB12016
DB11767,DB12016
DB11776,DB12016
DB11803,DB12016
DB11817,DB12016
DB11834,DB12016
DB11921,DB12016
DB11988,DB12016
DB12016,DB12025
DB12016,DB12371
DB12016,DB12612
DB12016,DB12617
DB12016,DB12692
DB12016,DB12814
DB12016,DB12902
DB12016,DB12947
DB12016,DB12991
DB12016,DB12996
DB12016,DB13014
DB12016,DB13068
DB12016,DB13241
DB12016,DB13491
DB12016,DB13856
DB12016,DB14219
DB12016,DB14545
DB12016,DB14762
DB12016,DB14919
DB12016,DB15091
DB12016,DB15253
DB01030,DB01181
DB00601,DB01041
DB01177,DB15119
DB01410,DB15119
DB01611,DB15119
DB09053,DB15119
DB00051,DB15628
DB00056,DB15628
DB00065,DB15628
DB00073,DB15628
DB00074,DB15628
DB00075,DB15628
DB00078,DB15628
DB00081,DB15628
DB00087,DB15628
DB00095,DB15628
DB00098,DB15628
DB00111,DB15628
DB01257,DB15628
DB04956,DB15628
DB05459,DB15628
DB05773,DB15628
DB06168,DB15628
DB06273,DB15628
DB06612,DB15628
DB06650,DB08904
DB06650,DB15628
DB06674,DB15628
DB08870,DB15628
DB08879,DB15628
DB08904,DB11976
DB08904,DB12917
DB08904,DB15628
DB08935,DB15628
DB09029,DB15628
DB09033,DB15628
DB09036,DB15628
DB09052,DB15628
DB09077,DB15628
DB09312,DB15628
