drugbank_id,disease_id
DB01622,C0011581
DB01622,C0344315
DB01622,C0011570
DB01622,C0086132
DB01622,C0086133
DB01622,C1541623
DB01622,C1541625
DB01622,C0013415
DB01622,C4087263
DB09072,C1269683
DB09072,C2362914
DB09072,C1571983
DB09072,C0011574
DB09072,C1571984
DB09072,C0011581
DB00462,C0267474
DB00462,C0030446
DB15119,C4048329
DB00031,C0559159
DB02925,C0003460
DB15785,C5880507
DB15751,C0021051
DB12708,C0040156
DB12708,C1546327
DB12708,C1578637
DB12708,C0020550
DB03604,C3714618
DB03604,C0020550
DB03604,C1578637
DB03604,C1546327
DB14921,C0868560
DB14921,C0451636
DB14921,C0549206
DB12474,C0022354
DB13803,C0868560
DB13803,C0451636
DB13803,C0549206
DB09272,C3887021
DB02925,C3472181
DB00318,C0020440
DB00946,C0003850
DB00946,C0004153
DB15991,C0581377
DB15991,C0018801
DB06480,C0021845
DB00396,C0868560
DB00396,C0451636
DB00396,C0549206
DB00823,C0007820
DB00823,C0241832
DB00823,C0596298
DB00823,C1540602
DB13281,C0019087
DB13281,C1458140
DB13281,C0005779
DB01501,C0011991
DB01501,C0947873
DB01501,C2129214
DB01501,C1534286
DB01621,C0036974
DB16617,C0267938
DB16617,C0267937
DB16617,C0001339
DB13312,C1384514
DB13312,C1579218
DB13312,C1542752
DB09261,C0272275
DB09261,C0272285
DB13528,C0700438
DB13528,C0007852
DB13528,C0042331
DB13528,C0149931
DB13528,C0270858
DB13528,C0018984
DB13528,C0521664
DB00342,C0151878
DB00342,C0855333
DB00715,C0868560
DB00715,C0451636
DB00715,C0549206
DB00946,C1541923
DB00946,C0014118
DB13785,C0868560
DB13785,C0451636
DB13785,C0549206
DB01576,C3714618
DB01576,C0020550
DB01576,C1578637
DB01576,C1546327
DB01243,C0041309
DB08882,C2316810
DB08882,C1719537
DB08882,C0022661
DB01085,C5880014
DB16613,C0868560
DB16613,C0451636
DB16613,C0549206
DB15889,C0868560
DB15889,C0451636
DB15889,C0549206
DB14028,C0037315
DB14028,C0338495
DB14028,C4551689
DB14028,C1534531
DB14028,C0520679
DB01395,C3665347
DB01395,C3665346
DB01395,C0456909
DB00603,C0040038
DB08882,C5676337
DB08882,C5674896
DB06712,C0002965
DB06712,C0086666
DB06712,C1394765
DB06712,C2882088
DB06712,C2882087
DB00328,C0152021
DB00328,C1971800
DB00328,C5886871
DB00328,C0242855
DB09106,C0005779
DB00368,C0020440
DB12487,C0031556
DB12487,C0040046
DB00945,C0155880
DB00945,C0004096
DB00945,C1387164
DB00945,C1260881
DB00945,C0494660
DB00945,C1388869
DB00945,C0155877
DB00945,C0264411
DB00945,C1319018
DB01594,C0568180
DB01594,C3160741
DB00620,C0272286
DB00620,C0398650
DB00620,C2873806
DB00620,C0272282
DB00620,C0242584
DB00620,C2004285
DB00620,C1535409
DB06480,C0009324
DB06480,C0033247
DB01085,C0017605
DB14643,C0035854
DB14643,C1449852
DB14643,C1275718
DB14643,C1449853
DB14643,C1449854
DB14643,C0406486
DB14643,C1542814
DB09275,C0868560
DB09275,C0451636
DB09275,C0549206
DB16159,C0856716
DB16159,C1319853
DB16159,C5704570
DB00208,C0040034
DB00208,C0392386
DB00208,C0242584
DB00422,C1257877
DB00422,C0031511
DB00422,C4551683
DB00422,C1578905
DB00422,C1571912
DB00523,C0242205
DB00523,C1623040
DB00523,C1623041
DB08801,C1527303
DB08801,C0024117
DB08801,C0348693
DB08801,C1390714
DB08801,C0155874
DB00294,C0023903
DB00294,C0345904
DB13844,C0004093
DB13844,C0015672
DB13844,C3714552
DB01294,C0237938
DB01039,C0876968
DB01039,C0016977
DB01039,C0741485
DB00575,C0221714
DB00421,C1565662
DB00421,C2609414
DB02843,C0020488
DB02843,C0342580
DB12942,C0268155
DB12942,C0751161
DB12942,C0268151
DB12942,C0016952
DB12942,C0268186
DB12942,C1534235
DB13353,C0242205
DB13353,C1623040
DB13353,C1623041
DB06706,C0241832
DB15998,C0581377
DB15998,C0018801
DB15903,C5197838
DB15903,C0242032
DB15903,C0267954
DB15903,C0030305
DB15903,C0001339
DB13193,C0032019
DB13193,C0346300
DB13193,C0032000
DB13193,C0001432
DB06217,C1609524
DB06217,C0264714
DB00295,C0019087
DB00295,C1458140
DB00295,C0005779
DB00850,C0151763
DB00850,C0023895
DB00850,C0160390
DB15956,C1271063
DB00489,C0221047
DB00489,C0428908
DB00489,C0037052
DB00489,C1579172
DB01120,C0011880
DB15975,C0040034
DB15975,C0392386
DB15975,C0242584
DB13064,C3714618
DB13064,C0020550
DB13064,C1578637
DB13064,C1546327
DB09046,C1136321
DB09046,C1708272
DB01195,C0036980
DB16648,C0242205
DB16648,C1623040
DB16648,C1623041
DB00682,C0917996
DB00682,C1971649
DB00682,C0007766
DB00700,C0020538
DB00700,C0857121
DB00700,C0497247
DB00700,C2240377
DB00009,C0155626
DB00009,C4290138
DB00009,C4290137
DB00009,C0264688
DB00009,C0264686
DB00009,C0151814
DB00009,C0027051
DB00009,C0010072
DB00009,C1534922
DB00009,C1534921
DB00524,C0003460
DB06267,C0035334
DB12265,C0009207
DB12265,C1571834
DB13091,C0025160
DB13091,C1384597
DB16619,C0004245
DB16619,C0018794
DB14643,C0162627
DB12401,C0009421
DB12401,C0860634
DB15883,C0012817
DB00260,C0014544
DB00260,C0751111
DB00260,C0086237
DB00260,C0236018
DB14924,C0868560
DB14924,C0451636
DB14924,C0549206
DB06201,C2348199
DB01395,C5197838
DB01395,C0242032
DB01395,C0267954
DB01395,C0030305
DB01395,C0001339
DB00005,C1719672
DB00005,C0036690
DB00005,C0243026
DB00005,C0034189
DB00005,C2316160
DB00005,C2747838
DB05258,C0014544
DB05258,C0751111
DB05258,C0086237
DB05258,C0236018
DB00343,C0151517
DB08834,C0005395
DB00624,C0678222
DB00624,C0006142
DB00819,C0023890
DB00819,C1579182
DB00696,C1719672
DB00696,C0036690
DB00696,C0243026
DB00696,C0034189
DB00696,C2316160
DB00696,C2747838
DB00264,C0036980
DB01628,C0151744
DB01628,C0010054
DB01628,C2003997
DB13620,C0554309
DB13620,C0242528
DB12407,C0040156
DB12407,C1546327
DB12407,C1578637
DB12407,C0020550
DB00395,C0162565
DB00395,C2936779
DB12235,C0001623
DB12235,C0405580
DB00561,C0034065
DB00561,C0524702
DB00561,C4290142
DB00561,C4290143
DB00561,C4290144
DB00561,C1542784
DB08810,C0003811
DB08810,C0264886
DB09462,C0004364
DB09462,C0851816
DB00086,C1868885
DB00086,C0020538
DB00252,C0037188
DB00669,C0085096
DB00669,C1306889
DB04165,C0868560
DB04165,C0451636
DB04165,C0549206
DB01005,C0151773
DB01005,C0280962
DB14643,C0001144
DB14643,C0702166
DB14643,C1571780
DB14643,C1535004
DB00408,C0018939
DB00408,C0947743
DB00408,C1533163
DB08818,C0157749
DB08818,C0003869
DB01095,C0438717
DB01095,C0859350
DB02843,C0220983
DB14643,C0019360
DB05084,C0020437
DB05084,C0026141
DB05084,C1809471
DB05084,C1535536
DB13437,C4761103
DB13437,C0026896
DB13437,C0751339
DB13437,C0751340
DB15990,C1306571
DB15990,C0085605
DB15819,C0020461
DB15819,C5979967
DB00640,C0428908
DB13710,C0868560
DB13710,C0451636
DB13710,C0549206
DB08834,C0151824
DB11979,C0868560
DB11979,C0451636
DB11979,C0549206
DB13169,C0020438
DB13169,C0543800
DB13169,C1535536
DB13114,C0020621
DB13114,C1534241
DB16619,C0264886
DB16619,C4318382
DB16619,C1541924
DB16619,C2363058
DB11783,C0019243
DB09238,C0002965
DB09238,C0086666
DB09238,C1394765
DB09238,C2882088
DB09238,C2882087
DB00679,C1141890
DB01054,C0002965
DB01054,C0086666
DB01054,C1394765
DB01054,C2882088
DB01054,C2882087
DB00335,C0085610
DB09477,C0002994
DB15761,C0021345
DB06706,C5848306
DB06706,C5848305
DB00496,C0585136
DB00496,C0522063
DB06713,C0006142
DB06412,C0678222
DB06412,C0006142
DB01621,C0009421
DB01621,C0860634
DB00661,C0042514
DB00661,C5574657
DB00661,C5392971
DB00661,C2919575
DB00661,C0030590
DB00661,C0030591
DB08801,C0017601
DB08801,C0851705
DB15761,C0156146
DB15761,C0010346
DB15761,C0678202
DB13401,C0151595
DB13401,C3160741
DB01210,C0004096
DB13735,C0007222
DB13735,C0741923
DB13735,C1971640
DB13735,C1971641
DB06713,C3650625
DB06713,C0025874
DB06713,C0156404
DB06713,C0730350
DB06713,C1535569
DB14233,C0220981
DB14233,C0001122
DB00244,C0178879
DB15999,C0042214
DB15999,C0857841
DB09261,C0151971
DB09318,C0868560
DB09318,C0451636
DB09318,C0549206
DB00295,C0221714
DB01192,C0004096
DB06777,C0008312
DB09317,C0149871
DB09317,C0151950
DB09317,C0340708
DB09317,C1535070
DB12474,C0868560
DB12474,C0451636
DB12474,C0549206
DB00696,C0868560
DB00696,C0451636
DB00696,C0549206
DB06781,C0042214
DB06781,C0857841
DB16000,C1536133
DB16000,C0264716
DB12667,C0868560
DB12667,C0451636
DB12667,C0549206
DB00699,C0868560
DB00699,C0451636
DB00699,C0549206
DB01156,C0003125
DB01426,C0001396
DB00867,C0032046
DB00867,C3163625
DB09015,C0856882
DB09015,C0853760
DB00460,C5848306
DB00460,C5848305
DB00977,C0031556
DB00977,C0040046
DB04855,C0868560
DB04855,C0451636
DB04855,C0549206
DB00353,C0020538
DB00353,C0857121
DB00353,C0497247
DB00353,C2240377
DB13365,C0020437
DB13365,C0026141
DB13365,C1809471
DB13365,C1535536
DB00720,C1565489
DB00720,C0035078
DB00720,C0232807
DB06706,C0017601
DB06706,C0851705
DB01042,C0333106
DB02512,C0085681
DB00612,C0151517
DB00867,C0341950
DB00867,C0032914
DB08882,C1839437
DB08882,C0740749
DB13511,C0015371
DB22666,C0868560
DB22666,C0451636
DB22666,C0549206
DB00275,C0011849
DB00275,C1802373
DB00275,C0011880
DB16618,C0009952
DB16618,C0437245
DB09218,C0010054
DB09218,C1299433
DB09218,C1956346
DB09218,C0852153
DB09218,C0852149
DB09218,C2003996
DB12930,C2937421
DB12930,C1739363
DB12930,C0520477
DB12930,C1704272
DB13953,C0868560
DB13953,C0451636
DB13953,C0549206
DB15888,C0017601
DB15888,C0851705
DB00586,C0242205
DB00586,C1623040
DB00586,C1623041
DB08801,C0020538
DB08801,C0857121
DB08801,C0497247
DB08801,C2240377
DB08810,C0018801
DB08810,C1328273
DB08810,C2882277
DB08810,C0018802
DB08810,C0235527
DB08810,C1961112
DB08810,C0023212
DB01392,C0017601
DB01392,C0851705
DB13953,C0040038
DB13953,C0302148
DB13953,C0087086
DB13953,C0013922
DB13953,C0040053
DB11994,C0455550
DB09287,C0267440
DB09287,C1257843
DB09236,C0036980
DB01438,C2939465
DB01438,C1534235
DB01438,C0237987
DB04743,C1306571
DB04743,C0085605
DB12523,C0151613
DB12523,C0043065
DB12523,C0852198
DB12523,C0342579
DB12523,C1704431
DB12523,C1971018
DB12523,C0267994
DB08971,C0037284
DB08971,C1541749
DB01594,C0085281
DB01594,C1510472
DB01594,C0439857
DB11994,C0021843
DB11994,C4553808
DB11994,C1579845
DB01002,C0036974
DB01002,C0020683
DB01002,C0404971
DB00867,C0266798
DB09285,C0267596
DB09285,C0019081
DB00022,C0868560
DB00022,C0451636
DB00022,C0549206
DB13528,C0033626
DB13528,C0242666
DB00009,C0034065
DB00009,C0524702
DB00009,C4290142
DB00009,C4290143
DB00009,C4290144
DB00009,C1542784
DB13694,C0004096
DB04839,C0023903
DB04839,C0345904
DB09317,C0006142
DB02843,C0085681
DB00707,C5848306
DB00707,C5848305
DB11979,C0029459
DB11979,C0029456
DB11979,C0751406
DB11979,C0001787
DB01029,C0035067
DB01029,C0495523
DB01395,C1277190
DB00672,C0011854
DB00672,C3837958
DB00672,C4290090
DB00672,C4290092
DB00672,C4290091
DB00867,C1112157
DB15975,C0003460
DB06819,C0242205
DB06819,C1623040
DB06819,C1623041
DB11783,C0035078
DB04743,C1458140
DB04743,C0005779
DB13238,C0585890
DB08813,C0040038
DB14028,C4761103
DB14028,C0026896
DB14028,C0751339
DB14028,C0751340
DB16023,C0027651
DB01029,C1561643
DB01029,C0022661
DB01029,C0403447
DB00792,C0011603
DB00792,C3875321
DB00792,C0013595
DB09039,C3203680
DB09039,C1827534
DB09039,C4545383
DB06192,C0868560
DB06192,C0451636
DB06192,C0549206
DB00260,C0349204
DB00260,C4237481
DB00260,C2874861
DB00260,C0033975
DB00260,C0036358
DB00260,C0036337
DB00260,C0033958
DB00234,C0017605
DB06174,C4761103
DB06174,C0026896
DB06174,C0751339
DB06174,C0751340
DB00247,C0009326
DB00247,C2239172
DB00001,C0948089
DB00001,C0332665
DB00465,C0019087
DB00465,C1458140
DB00465,C0005779
DB01409,C0155880
DB01409,C0004096
DB01409,C1387164
DB01409,C1260881
DB01409,C0494660
DB01409,C1388869
DB01409,C0155877
DB01409,C0264411
DB01409,C1319018
DB00440,C0242205
DB00440,C1623040
DB00440,C1623041
DB15777,C0521496
DB15761,C0085819
DB13114,C0010054
DB13114,C1299433
DB13114,C1956346
DB13114,C0852153
DB13114,C0852149
DB13114,C2003996
DB00420,C1257877
DB00420,C0031511
DB00420,C4551683
DB00420,C1578905
DB00420,C1571912
DB13946,C0600139
DB13946,C0376358
DB13946,C1330959
DB09532,C0267938
DB09532,C0267937
DB09532,C0001339
DB00710,C0014848
DB00710,C0859976
DB13528,C0598608
DB01185,C0238033
DB00850,C0151773
DB00850,C0280962
DB13987,C0040034
DB13987,C0392386
DB13987,C0242584
DB13987,C0151773
DB13987,C0280962
DB00333,C0021843
DB00333,C4553808
DB00333,C1579845
DB15975,C0349705
DB09272,C0341491
DB00655,C0948522
DB16608,C0018024
DB00333,C0235063
DB15880,C0242205
DB15880,C1623040
DB15880,C1623041
DB01026,C0023895
DB01026,C0086565
DB01026,C0741485
DB00402,C4761103
DB00402,C0026896
DB00402,C0751339
DB00402,C0751340
DB01026,C1565489
DB01026,C0035078
DB01026,C0232807
DB15889,C0042963
DB15889,C1971680
DB15889,C1963661
DB00359,C0868560
DB00359,C0451636
DB00359,C0549206
DB05812,C0868560
DB05812,C0451636
DB05812,C0549206
DB12401,C0004093
DB12401,C0015672
DB12401,C3714552
DB02925,C0019147
DB02925,C1542006
DB04924,C0151664
DB00372,C0009421
DB00372,C0860634
DB01177,C0280962
DB01177,C0854467
DB00921,C0020598
DB00921,C1535536
DB00031,C0333099
DB00031,C0002940
DB00666,C0242205
DB00666,C1623040
DB00666,C1623041
DB15835,C0022568
DB15835,C1535282
DB15751,C0085393
DB00408,C0036974
DB01340,C0242205
DB01340,C1623040
DB01340,C1623041
DB12942,C0400843
DB00630,C0220787
DB00630,C1720922
DB00630,C0232070
DB13735,C0743330
DB13735,C0013404
DB13735,C0085619
DB02843,C0151746
DB02843,C1565489
DB13803,C0242205
DB13803,C1623040
DB13803,C1623041
DB08931,C0020542
DB08931,C0152171
DB00289,C0017605
DB00263,C0242205
DB00263,C1623040
DB00263,C1623041
DB13354,C1145670
DB01436,C0085681
DB13528,C0019158
DB00551,C0868560
DB00551,C0451636
DB00551,C0549206
DB15790,C0270860
DB00372,C0023895
DB00372,C0086565
DB00372,C0741485
DB03323,C0428977
DB12487,C0868560
DB12487,C0451636
DB12487,C0549206
DB16000,C0023895
DB16000,C0086565
DB16000,C0741485
DB13565,C0332805
DB01234,C0553576
DB00342,C0020621
DB00342,C1534241
DB01621,C0023895
DB01621,C0086565
DB01621,C0741485
DB00468,C2939465
DB00468,C1534235
DB00468,C0237987
DB13735,C0014544
DB13735,C0751111
DB13735,C0086237
DB13735,C0236018
DB00008,C0241910
DB00008,C4721555
DB00008,C3264460
DB00008,C0520463
DB11610,C0555305
DB11610,C0018674
DB11610,C0518454
DB11610,C0751184
DB11610,C0751181
DB11610,C0451981
DB11610,C0451948
DB11610,C0751183
DB11610,C0347536
DB11610,C0751182
DB11610,C1542377
DB11610,C1546314
DB14591,C0015967
DB01079,C0455536
DB01087,C0868560
DB01087,C0451636
DB01087,C0549206
DB00819,C0023895
DB00819,C0086565
DB00819,C0741485
DB13953,C0023267
DB13953,C0042133
DB00182,C0085631
DB01251,C0868560
DB01251,C0451636
DB01251,C0549206
DB15991,C0220981
DB01579,C0085631
DB15998,C0022658
DB15998,C0027697
DB15998,C0027704
DB15998,C1565489
DB15998,C0851590
DB15998,C0268731
DB15998,C1704377
DB15998,C0017658
DB15998,C0694525
DB15998,C0042075
DB15998,C0006114
DB15998,C1527311
DB01299,C0002888
DB01299,C1534244
DB01299,C1542125
DB01426,C0155668
DB01426,C2882169
DB01426,C1275835
DB01426,C0027051
DB00960,C0151517
DB13581,C0017601
DB13581,C0851705
DB00946,C0038454
DB00946,C0751956
DB00946,C1540598
DB00946,C1540602
DB04951,C2316810
DB04951,C1719537
DB04951,C0022661
DB13384,C0009421
DB13384,C0860634
DB01306,C0271710
DB01306,C0020615
DB01306,C0271708
DB09167,C1739363
DB09167,C2937421
DB09167,C1704272
DB04660,C0868560
DB04660,C0451636
DB04660,C0549206
DB01426,C0013221
DB13928,C4048306
DB00953,C1868885
DB00953,C0020538
DB00998,C0003811
DB00998,C0264886
DB01144,C1306571
DB01144,C0085605
DB00770,C0836924
DB00990,C0868560
DB00990,C0451636
DB00990,C0549206
DB14960,C0032897
DB14960,C0265222
DB14960,C1542302
DB13231,C0237314
DB00040,C0021670
DB11186,C1306571
DB11186,C0085605
DB16625,C5848306
DB16625,C5848305
DB00468,C4761103
DB00468,C0026896
DB00468,C0751339
DB00468,C0751340
DB06725,C0413240
DB01042,C0221505
DB01042,C0742468
DB01042,C4039184
DB08886,C3887021
DB16000,C0007222
DB16000,C0741923
DB16000,C1971640
DB16000,C1971641
DB00294,C0149871
DB00294,C0151950
DB00294,C0340708
DB00294,C1535070
DB00287,C0544008
DB00287,C5441823
DB00287,C0016781
DB00287,C0010036
DB00924,C0018802
DB00924,C1541842
DB00924,C1541843
DB00731,C0011854
DB00731,C3837958
DB00731,C4290090
DB00731,C4290092
DB00731,C4290091
DB00770,C0010520
DB09317,C0034065
DB09317,C0524702
DB09317,C4290142
DB09317,C4290143
DB09317,C4290144
DB09317,C1542784
DB01577,C0017601
DB01577,C0851705
DB00022,C1394798
DB00022,C0085605
DB00367,C0085166
DB00367,C1578688
DB00367,C4324706
DB01577,C3714618
DB01577,C0020550
DB01577,C1578637
DB01577,C1546327
DB09125,C0262421
DB09125,C0242147
DB09125,C0042029
DB01161,C0005779
DB00278,C3160769
DB00278,C0019080
DB01624,C0036974
DB00294,C0023895
DB00294,C0086565
DB00294,C0741485
DB14514,C0264886
DB14514,C4318382
DB14514,C1541924
DB14514,C2363058
DB14514,C0428977
DB01253,C0868560
DB01253,C0451636
DB01253,C0549206
DB04743,C0085281
DB04743,C1510472
DB04743,C0439857
DB13944,C0868560
DB13944,C0451636
DB13944,C0549206
DB13354,C5848306
DB13354,C5848305
DB08868,C0007787
DB08868,C1579022
DB08868,C1546197
DB01426,C4761103
DB01426,C0026896
DB01426,C0751339
DB01426,C0751340
DB00521,C0151517
DB15975,C0919924
DB01622,C0009421
DB01622,C0860634
DB16000,C0040034
DB16000,C0392386
DB16000,C0242584
DB01392,C0004936
DB01392,C0851576
DB01392,C4046029
DB01392,C0376338
DB01392,C0004930
DB11761,C0400843
DB00655,C0242205
DB00655,C1623040
DB00655,C1623041
DB01243,C1290884
DB13313,C0003850
DB13313,C0004153
DB08907,C0011854
DB08907,C3837958
DB08907,C4290090
DB08907,C4290092
DB08907,C4290091
DB15777,C0041296
DB00524,C1142529
DB00524,C0549249
DB00016,C0868560
DB00016,C0451636
DB00016,C0549206
DB06192,C0242205
DB06192,C1623040
DB06192,C1623041
DB13581,C1541124
DB13581,C0034194
DB01174,C0022658
DB01174,C0027697
DB01174,C0027704
DB01174,C1565489
DB01174,C0851590
DB01174,C0268731
DB01174,C1704377
DB01174,C0017658
DB01174,C0694525
DB01174,C0042075
DB00394,C0011630
DB01067,C5676337
DB01067,C5674896
DB01618,C0009421
DB01618,C0860634
DB00559,C0868560
DB00559,C0451636
DB00559,C0549206
DB00624,C0868560
DB00624,C0451636
DB00624,C0549206
DB16183,C0162830
DB16183,C0349506
DB15975,C0002888
DB15975,C1534244
DB15975,C1542125
DB00696,C0020538
DB00696,C0857121
DB00696,C0497247
DB00696,C2240377
DB15998,C3472181
DB15975,C0409974
DB15975,C0024141
DB00780,C0018802
DB00780,C1541842
DB00780,C1541843
DB05258,C0007222
DB05258,C0741923
DB05258,C1971640
DB05258,C1971641
DB00280,C0151517
DB11193,C0243026
DB00320,C1868885
DB00320,C0020538
DB06643,C0868560
DB06643,C0451636
DB06643,C0549206
DB13762,C0024623
DB13762,C0038356
DB00227,C0868560
DB00227,C0451636
DB00227,C0549206
DB00783,C0149871
DB00783,C0151950
DB00783,C0340708
DB00783,C1535070
DB13064,C0017605
DB13622,C0868560
DB13622,C0451636
DB13622,C0549206
DB00703,C0085569
DB08814,C0852342
DB08814,C0005818
DB15171,C0238462
DB15171,C0334379
DB16625,C0600433
DB16625,C0584960
DB16625,C5848173
DB09120,C0152030
DB09120,C0011603
DB09120,C1534992
DB09120,C0033774
DB01070,C1168267
DB01070,C0039621
DB00491,C0011880
DB11150,C0151664
DB01646,C0220981
DB09030,C0007787
DB09030,C1579022
DB09030,C1546197
DB13528,C0029899
DB01623,C0018939
DB01623,C0947743
DB01623,C1533163
DB09231,C0868560
DB09231,C0451636
DB09231,C0549206
DB08941,C0340654
DB15777,C0565653
DB15777,C0413534
DB03312,C0242205
DB03312,C1623040
DB03312,C1623041
DB16614,C0041296
DB01621,C1565489
DB01621,C0035078
DB01621,C0232807
DB01120,C0868560
DB01120,C0451636
DB01120,C0549206
DB14233,C0027051
DB14233,C0010072
DB14233,C1534922
DB14233,C1534921
DB01559,C4761103
DB01559,C0026896
DB01559,C0751339
DB01559,C0751340
DB01624,C0001969
DB01624,C0392620
DB00431,C0037274
DB00431,C0947839
DB00431,C0851422
DB00431,C0549660
DB01239,C1141890
DB09242,C0428977
DB00770,C0002895
DB00260,C0011581
DB00260,C0344315
DB00260,C0011570
DB00260,C0086132
DB00260,C0086133
DB00260,C1541623
DB00260,C1541625
DB00260,C0013415
DB00260,C4087263
DB01624,C0029100
DB04824,C0011991
DB04824,C0947873
DB04824,C2129214
DB04824,C1534286
DB08984,C0919599
DB01203,C0036980
DB01320,C0037188
DB11994,C0009324
DB11994,C0033247
DB15357,C0585136
DB15357,C0522063
DB15860,C0021843
DB15860,C4553808
DB15860,C1579845
DB01100,C1141890
DB08827,C0438717
DB08827,C0859350
DB13528,C0236178
DB13042,C0001973
DB13612,C0684275
DB00789,C0022660
DB00789,C2609414
DB00789,C1565662
DB01594,C0394996
DB01594,C0001969
DB19325,C1527336
DB19325,C0086981
DB19325,C1571967
DB08913,C0868560
DB08913,C0451636
DB08913,C0549206
DB00367,C0014121
DB00367,C0553977
DB01403,C0036974
DB06199,C0868560
DB06199,C0451636
DB06199,C0549206
DB01625,C2363890
DB00635,C0553576
DB12548,C0868560
DB12548,C0451636
DB12548,C0549206
DB01243,C0868560
DB01243,C0451636
DB01243,C0549206
DB09213,C0021390
DB09213,C1542737
DB09213,C1384680
DB00819,C0035078
DB00396,C0038454
DB15975,C0581377
DB15975,C0018801
DB00946,C0868560
DB00946,C0451636
DB00946,C0549206
DB01466,C0232488
DB01466,C0266836
DB01466,C0000729
DB01466,C0000737
DB00465,C0020461
DB00465,C5979967
DB13735,C0868560
DB13735,C0451636
DB13735,C0549206
DB15842,C0010392
DB15842,C0040793
DB15842,C0403459
DB16220,C0730278
DB15903,C3544094
DB15903,C0549124
DB00294,C0559162
DB16622,C0026618
DB15781,C0002962
DB01357,C0496870
DB14233,C0038454
DB14233,C0751956
DB14233,C1540598
DB14233,C1540602
DB00378,C0455550
DB01583,C0405580
DB01583,C0001623
DB13528,C0919574
DB00069,C0241910
DB00069,C4721555
DB00069,C3264460
DB00069,C0520463
DB15824,C0149521
DB01340,C0268155
DB01340,C0751161
DB01340,C0268151
DB01340,C0016952
DB01340,C0268186
DB01340,C1534235
DB15824,C0019114
DB00091,C1868885
DB00091,C0020538
DB16619,C0011175
DB16619,C1136135
DB09267,C0559162
DB00679,C0009421
DB00679,C0860634
DB05258,C0005956
DB01083,C0851559
DB01083,C0024523
DB01083,C3714745
DB06636,C2348199
DB00244,C0038358
DB00244,C4290199
DB00244,C1275742
DB00244,C0267112
DB00244,C1535144
DB00682,C0032914
DB00682,C5574918
DB00682,C0495181
DB00682,C4551893
DB00682,C1534259
DB00682,C0341950
DB15903,C0086565
DB01579,C0242205
DB01579,C1623040
DB01579,C1623041
DB00752,C1257877
DB00752,C0031511
DB00752,C4551683
DB00752,C1578905
DB00752,C1571912
DB00549,C0948807
DB00549,C0086565
DB15842,C0020626
DB15842,C0342342
DB15842,C1535002
DB00922,C0085605
DB00922,C1541855
DB14634,C0011630
DB16617,C1258215
DB16617,C4019039
DB16617,C0021843
DB01019,C3714618
DB01019,C0020550
DB01019,C1578637
DB01019,C1546327
DB09124,C0559162
DB12184,C1141890
DB09401,C1961112
DB09401,C0018801
DB06725,C0004058
DB06725,C0086066
DB06725,C0035455
DB13312,C0036980
DB02638,C0242184
DB02638,C0700292
DB15835,C0022573
DB09318,C0034065
DB09318,C0524702
DB09318,C4290142
DB09318,C4290143
DB09318,C4290144
DB09318,C1542784
DB15903,C0345904
DB05467,C0868560
DB05467,C0451636
DB05467,C0549206
DB09123,C0852949
DB09123,C1971651
DB01015,C0242205
DB01015,C1623040
DB01015,C1623041
DB13528,C5197838
DB13528,C0242032
DB13528,C0267954
DB13528,C0030305
DB13528,C0001339
DB00766,C0023895
DB00766,C0086565
DB00766,C0741485
DB06789,C0023895
DB06789,C0086565
DB06789,C0741485
DB09124,C0027051
DB09124,C0010072
DB09124,C1534922
DB09124,C1534921
DB15883,C0019087
DB15883,C1458140
DB15883,C0005779
DB06706,C0020546
DB06706,C0745138
DB06706,C0151620
DB06706,C1541703
DB14015,C0024776
DB14015,C0268569
DB14015,C1621920
DB14015,C0751285
DB14015,C0268568
DB14015,C0220982
DB01330,C0002878
DB01395,C1735856
DB01395,C0154723
DB09017,C4761103
DB09017,C0026896
DB09017,C0751339
DB09017,C0751340
DB15824,C0018995
DB15824,C0392514
DB15824,C1534239
DB13193,C0242205
DB13193,C1623040
DB13193,C1623041
DB00977,C0023895
DB00977,C0086565
DB00977,C0741485
DB00424,C1321756
DB00424,C0014848
DB00813,C5208132
DB00813,C0035204
DB06401,C0033626
DB06401,C0242666
DB00440,C0151763
DB00440,C0160390
DB06174,C0023896
DB06174,C1579182
DB06174,C1442981
DB13528,C0600433
DB13528,C0584960
DB13528,C5848173
DB09093,C0008049
DB09093,C0586989
DB00959,C0553576
DB05258,C0023890
DB05258,C1579182
DB16625,C0027051
DB16625,C0010072
DB16625,C1534922
DB16625,C1534921
DB00780,C0022658
DB00780,C0027697
DB00780,C0027704
DB00780,C1565489
DB00780,C0851590
DB00780,C0268731
DB00780,C1704377
DB00780,C0017658
DB00780,C0694525
DB00780,C0042075
DB16694,C0015403
DB14600,C0878486
DB14600,C1563937
DB14600,C0004153
DB14600,C4290148
DB14600,C1281300
DB14600,C0003850
DB14600,C0264991
DB14600,C0264990
DB14600,C0264954
DB14600,C0264956
DB12371,C0221047
DB12371,C0428908
DB12371,C0037052
DB12371,C1579172
DB00187,C0085610
DB15815,C0021843
DB15815,C4553808
DB15815,C1579845
DB00396,C0459853
DB09083,C0151517
DB01176,C0013537
DB01176,C4290246
DB13114,C1141890
DB00050,C0868560
DB00050,C0451636
DB00050,C0549206
DB13141,C0242205
DB13141,C1623040
DB13141,C1623041
DB00247,C0086565
DB01136,C0036980
DB11186,C1145670
DB01148,C1321756
DB01148,C0014848
